,datetime,temp1,temp2,temp3,temp4,temp5,temp6,rh_1,rh_2,moist
383,11/09/2023 09:41,,,,,,24.812,80.8,97.6,
384,11/09/2023 09:41,17.812,20.375,,,,,,,
385,11/09/2023 09:41,,,19.187,,,,,97.7,
386,11/09/2023 09:41,,,,18.5,,,80.8,,
387,11/09/2023 09:41,,,,,18.812,,,,
388,11/09/2023 09:41,,,,,,24.812,,,
389,11/09/2023 09:41,17.812,,,,,,,,
390,11/09/2023 09:41,,20.375,,,,,,,
391,11/09/2023 09:41,,,19.187,,,,,97.5,
392,11/09/2023 09:41,,,,18.5,18.812,,80.7,,
393,11/09/2023 09:41,,,,,,24.812,80.8,97.5,
394,11/09/2023 09:41,17.812,,,,,,,,
395,11/09/2023 09:41,,20.375,,,,,,97.5,
396,11/09/2023 09:42,,,19.187,,,,80.8,,
397,11/09/2023 09:42,,,,18.5,,,80.8,97.4,
398,11/09/2023 09:42,,,,,18.812,,,,
399,11/09/2023 09:42,,,,,,24.812,,97.4,
400,11/09/2023 09:42,17.812,,,,,,80.9,,
401,11/09/2023 09:42,,20.312,,,,,81,97.4,
402,11/09/2023 09:42,,,19.25,,,,,,
403,11/09/2023 09:42,,,,18.5,18.875,,,97.5,
404,11/09/2023 09:42,,,,,,24.812,81,,
405,11/09/2023 09:42,17.812,,,,,,80.9,97.4,
406,11/09/2023 09:42,,20.375,,,,,,,
407,11/09/2023 09:42,,,19.25,,,,,97.4,
408,11/09/2023 09:42,,,,18.5,,,80.9,,
409,11/09/2023 09:42,,,,,18.875,,81,97.5,
410,11/09/2023 09:42,,,,,,24.812,,,
411,11/09/2023 09:42,17.812,20.375,,,,,,,
412,11/09/2023 09:42,,,19.25,,,,81.1,97.5,
413,11/09/2023 09:42,,,,18.562,,,81.1,97.5,
414,11/09/2023 09:42,,,,,18.875,,,,
415,11/09/2023 09:42,,,,,,24.812,,97.4,
416,11/09/2023 09:42,17.812,,,,,,81.2,,
417,11/09/2023 09:42,,20.375,,,,,,,
418,11/09/2023 09:42,,,19.25,,,,,,
419,11/09/2023 09:42,,,,18.5,,,,,
420,11/09/2023 09:42,,,,,18.875,24.812,,,
421,11/09/2023 09:42,17.812,,,,,,,,
422,11/09/2023 09:42,,20.375,,,,,81.2,97.3,
423,11/09/2023 09:42,,,19.25,,,,81.1,,
424,11/09/2023 09:42,,,,18.562,,,,97.5,
425,11/09/2023 09:42,,,,,18.875,,,,
426,11/09/2023 09:42,,,,,,24.812,81.1,97.5,
427,11/09/2023 09:42,17.812,20.375,,,,,81.2,,
428,11/09/2023 09:42,,,19.25,,,,,97.4,
429,11/09/2023 09:42,,,,18.562,,,,,
430,11/09/2023 09:42,,,,,18.875,,81.1,97.4,
431,11/09/2023 09:42,,,,,,24.812,81.1,,
432,11/09/2023 09:42,17.875,,,,,,,97.4,
433,11/09/2023 09:42,,20.375,,,,,,,
434,11/09/2023 09:42,,,19.25,,,,81.1,97.5,
435,11/09/2023 09:42,,,,18.5,18.875,,81,,
436,11/09/2023 09:42,,,,,,24.812,,97.4,
437,11/09/2023 09:42,17.812,,,,,,,,
438,11/09/2023 09:42,,20.375,,,,,81.1,97.5,
439,11/09/2023 09:42,,,19.312,,,,81,,
440,11/09/2023 09:42,,,,18.562,,,,97.5,
441,11/09/2023 09:42,,,,,18.875,,,,
442,11/09/2023 09:42,,,,,,24.812,81,97.4,
443,11/09/2023 09:42,17.875,,,,,,81.1,,
444,11/09/2023 09:42,,20.375,19.312,,,,,97.3,
445,11/09/2023 09:42,,,,18.562,,,,,
446,11/09/2023 09:42,,,,,18.875,,81,97.5,
447,11/09/2023 09:42,,,,,,24.812,,,
448,11/09/2023 09:42,17.875,,,,,,,,
449,11/09/2023 09:42,,20.375,,,,,,,
450,11/09/2023 09:42,,,19.312,,,,,,
451,11/09/2023 09:42,,,,18.562,18.875,,,,
452,11/09/2023 09:42,,,,,,24.812,80.9,97.4,
453,11/09/2023 09:42,17.875,,,,,,81,,
454,11/09/2023 09:42,,20.437,,,,,,97.4,
455,11/09/2023 09:42,,,19.312,,,,,,
456,11/09/2023 09:43,,,,18.562,,,80.9,97.5,
457,11/09/2023 09:43,,,,,18.875,,81,,
458,11/09/2023 09:43,,,,,,24.812,,97.3,
459,11/09/2023 09:43,17.875,,,,,,,,
460,11/09/2023 09:43,,20.437,,,,,80.9,97.5,
461,11/09/2023 09:43,,,19.312,18.562,,,81,,
462,11/09/2023 09:43,,,,,18.875,,,97.4,
463,11/09/2023 09:43,,,,,,24.812,,,
464,11/09/2023 09:43,17.875,,,,,,80.9,97.4,
465,11/09/2023 09:43,,20.437,,,,,80.9,,
466,11/09/2023 09:43,,,19.312,,,,,97.5,
467,11/09/2023 09:43,,,,18.562,,,,,
468,11/09/2023 09:43,,,,,18.875,,80.9,97.6,
469,11/09/2023 09:43,,,,,,24.875,81,,
470,11/09/2023 09:43,17.875,20.437,,,,,,97.5,
471,11/09/2023 09:43,,,19.312,,,,,,
472,11/09/2023 09:43,,,,18.562,,,80.9,97.6,
473,11/09/2023 09:43,,,,,18.875,,81,,
474,11/09/2023 09:43,,,,,,24.812,,97.4,
475,11/09/2023 09:43,17.875,,,,,,,,
476,11/09/2023 09:43,,20.437,,,,,80.9,97.4,
477,11/09/2023 09:43,,,19.312,,,,,,
478,11/09/2023 09:43,,,,18.562,,,,,
479,11/09/2023 09:43,,,,,18.875,24.812,,,
480,11/09/2023 09:43,17.875,,,,,,,,
481,11/09/2023 09:43,,20.437,,,,,,,
482,11/09/2023 09:43,,,19.312,,,,81,97.3,
483,11/09/2023 09:43,,,,18.562,,,80.9,,
484,11/09/2023 09:43,,,,,18.875,,,97.3,
485,11/09/2023 09:43,,,,,,24.812,,,
486,11/09/2023 09:43,17.875,,,,,,80.9,97.4,
487,11/09/2023 09:43,,20.437,19.312,,,,80.9,,
488,11/09/2023 09:43,,,,18.562,,,,97.4,
489,11/09/2023 09:43,,,,,18.937,,,,
490,11/09/2023 09:43,,,,,,24.812,80.9,97.5,
491,11/09/2023 09:43,17.875,,,,,,81,,
492,11/09/2023 09:43,,20.437,,,,,,97.3,
493,11/09/2023 09:43,,,19.312,,,,,,
494,11/09/2023 09:43,,,,18.562,,,80.8,97.4,
495,11/09/2023 09:43,,,,,18.937,,80.9,,
496,11/09/2023 09:43,,,,,,24.812,,97.3,
497,11/09/2023 09:43,17.875,20.5,,,,,,,
498,11/09/2023 09:43,,,19.312,,,,80.9,97.4,
499,11/09/2023 09:43,,,,18.562,,,80.8,,
500,11/09/2023 09:43,,,,,18.937,,,97.2,
